objectid,collectionid,display_template,parentid,pres_file,sequence,filename,newphoto_filename,object_location,juxt_object_location,image_alt_text,image_small,juxt_image_small,image_thumb,juxt_image_thumb,object_transcript,object_pdf,title,ark,aviary_id,avian_id,uid,call_number,archival_collection,other_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,personal_creator,personal_creator_uri,corporate_creator,corporate_creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,personal_contributor,personal_contributor_uri,corporate_contributor,corporate_contributor_uri,description,disclaimer,language,chronological_subject,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,conservation_note,accessibility_note,accessibility_uri,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rightsstatement,date,date_digital,publisher,publisher_uri,issuance,issuance_start,issuance_end,frequency,digital_collection,digital_collection_ark,relation,relation_uri,digital_origin,staff_notes,start_date,end_date,timeline_title,timeline_text
parkscentennial028,parkscentennial,image,,RS-25-1-D.LibraryStaff.2040-02-01.tif,0,rs-25-1-d_librarystaff_2040-02-01.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/rs-25-1-d_librarystaff_2040-02-01.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/rs-25-1-d_librarystaff_2040-02-01_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/rs-25-1-d_librarystaff_2040-02-01_th.jpg,,,,Photograph of library staff at Iowa State College,,,,,RS 25/1/D,Iowa State University. Library records,,https://n2t.net/ark:/87292/w9fv4g,,,2043,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"After taking over as Head Librarian, Charles Brown worked to professionalize and expand the staff of the library. With a new, larger space and the expanded services, increased staffing was needed to operate the library. By the time the new building opened, all full-time staff had turned over, with four of the seven having degrees in Library Science, and the number of part-time staff increased from 13 to 19.",,zxx,1920s,"Brown, Charles Harvey, 1875-1960",http://id.loc.gov/authorities/names/n83825957,Iowa State College. Library,http://id.loc.gov/authorities/names/n82161013,Library employees,http://id.worldcat.org/fast/997728,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1925,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,,,,
parkscentennial029,parkscentennial,image,,RS-25-1-A.C.H.Brown.2041-05-01.tif,0,rs-25-1-a_c_h_brown_2041-05-01.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/rs-25-1-a_c_h_brown_2041-05-01.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/rs-25-1-a_c_h_brown_2041-05-01_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/rs-25-1-a_c_h_brown_2041-05-01_th.jpg,,,,Portrait of Charles H. Brown,,,,,RS 25/1/F,Iowa State University. Library records,,https://n2t.net/ark:/87292/w9fv4g,,,2041,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"Charles Brown was hired as Dean of the Library in 1922. Under his leadership, the library would grow to become one of the major land-grand university libraries in the United States. He would expand the collections, update the catalog, and improve services to faculty, staff, students, and the wider public",,zxx,,"Brown, Charles Harvey, 1875-1960",http://id.loc.gov/authorities/names/n83825957,Iowa State College. Library,http://id.loc.gov/authorities/names/n82161013,Academic library directors,http://id.worldcat.org/fast/795078,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,1922,,New Library Dean,Charles Harvey Brown is hired as Dean of the Library.
parkscentennial030,parkscentennial,image,,RS-4-8-I.LibraryStorageBuilding.200.tif,0,rs-4-8-i_librarystoragebuilding_200.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/rs-4-8-i_librarystoragebuilding_200.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/rs-4-8-i_librarystoragebuilding_200_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/rs-4-8-i_librarystoragebuilding_200_th.jpg,,,,Photograph of library storage building at Iowa State College,,,,,RS 4/8/I,Iowa State University. Facilities Planning and Management records,,https://n2t.net/ark:/87292/w9cx82,,,200,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"Within five years of the building opening, stack space was exhausted, and the library was left looking for temporary storage space on campus. They were given space on the unfinished third floor of the Memorial Union (MU), and 40,000 volumes were soon taking up shelves there. In 1936, the books were moved to the Engineering Exhibit Hall after funding to complete the MU was obtained. The scattered collections also began seeing a rise in complaints and hampered services. A new Library Storage Building was approved by the Board, and the $9,000 structure opened in 1940. This building is now the Advanced Machinery Systems Lab.",,zxx,1940s,,,Iowa State College. Library,http://id.loc.gov/authorities/names/n82161013,Academic libraries; Storage facilities,http://id.worldcat.org/fast/7949977; http://id.worldcat.org/fast/1133988,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1941,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,1940,,Library Storage Building,Library Storage Building opened; that structure is now the Advanced Machinery Systems Lab.
parkscentennial031,parkscentennial,image,,RS-4-8-I.Library.313-04-01.tif,0,rs-4-8-i_library_313-04-01.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/rs-4-8-i_library_313-04-01.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/rs-4-8-i_library_313-04-01_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/rs-4-8-i_library_313-04-01_th.jpg,,,,Photograph of the superstructure of the library at Iowa State College,,,,,RS 4/8/I,Iowa State University. Facilities Planning and Management records,,https://n2t.net/ark:/87292/w9cx82,,,313,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"With funding secured in 1919, it wouldn’t be until 1922 that real movement started on a new fireproof library building. In September of that year, the Board approved architectural plans by Proudfoot, Bird, and Rawson, and the next month, the ground was cleared, and excavation started for the foundation. The following spring, the foundation was poured, and the ironwork for the superstructure began going up. On October 11, 1923, an informal ceremony was held for the laying of the cornerstone of the
building. Classes were dismissed at 11:30, followed by short speeches by a number of dignitaries, and a time capsule was placed in the cornerstone.",,zxx,1920s,,,Iowa State College. Library,http://id.loc.gov/authorities/names/n82161013,Library buildings--Design and construction,http://id.worldcat.org/fast/997651,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1923?,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital,,,,,
parkscentennial032,parkscentennial,pdf,,parkscentennial001.pdf,0,parkscentennial001.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial001.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial001_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial001_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial001.pdf,Poster for WOI reading and book review programs,,,,,RS 5/6/3/5; Drawer: 13,"Administrative records, 1924-2005, undated",,https://n2t.net/ark:/87292/w9028ph9c,"Radio Administration Records, 1925-2009, undated",,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State College. Library,http://id.loc.gov/authorities/names/n82161013,,,,,,,,,Poster depicting the library's reading and book review program done with WOI in 1984.,,zxx; eng,1930s,"Galvin, Ruth; Warner, Frances",https://digital.lib.iastate.edu/isulv/items/isun0384.html; https://digital.lib.iastate.edu/isulv/items/isun0385.html,"WOI (Radio station : Ames, Iowa)",http://id.loc.gov/authorities/names/n88027187,Book review radio programs; Radio programs; Books and reading,http://id.worldcat.org/fast/836230; http://id.worldcat.org/fast/1087512; http://id.worldcat.org/fast/836454,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 poster,,,posters,http://vocab.getty.edu/page/aat/300027221,Text;Image,application/pdf,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1934,2025-06-16,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital; Digitized with Epson Expression 13000XL,,,,,
parkscentennial033,parkscentennial,pdf,,parkscentennial002.pdf,0,parkscentennial002.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial002.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial002_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial002_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial002.pdf,Poster for Iowa State College Library reading over WOI radio program,,,,,RS 5/6/3/5; Drawer: 13,"Administrative records, 1924-2005, undated",,https://n2t.net/ark:/87292/w9028ph9c,"Radio Administration Records, 1925-2009, undated",,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa State College. Library,http://id.loc.gov/authorities/names/n82161013,,,,,,,,,Poster depicting the library's reading and book review radio programs for WOI in summer 1939.,,zxx; eng,1930s,"Wells, Betty; Warner, Frances; Joslyn, Kathryn; Goldhor, Herbert; Ginger, Ruth",https://digital.lib.iastate.edu/isulv/items/isun0365.html; https://digital.lib.iastate.edu/isulv/items/isun0385.html; https://digital.lib.iastate.edu/isulv/items/isun0386.html; https://digital.lib.iastate.edu/isulv/items/isun0387.htmll; https://digital.lib.iastate.edu/isulv/items/isun0388.htmll,"WOI (Radio station : Ames, Iowa)",http://id.loc.gov/authorities/names/n88027187,Book review radio programs; Radio programs; Books and reading,http://id.worldcat.org/fast/836230; http://id.worldcat.org/fast/1087512; http://id.worldcat.org/fast/836454,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 poster,,,posters,http://vocab.getty.edu/page/aat/300027221,Text;Image,application/pdf,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1939,2025-06-16,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital; Digitized with Epson Expression 13000XL,,,,,
parkscentennial034,parkscentennial,image,,parkscentennial003.tif,0,parkscentennial003.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/parkscentennial003.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial003_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial003_th.jpg,,,,Photograph of temporary library building exterior,,,,,RS 4/8/I,Iowa State University. Facilities Planning and Management records,,https://n2t.net/ark:/87292/w9cx82,,,214,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"Photo of exterior of temporary building ""N"", which were former barracks placed on the west side of the library building and housed library instruction and a reading room.",,zxx,1950s,,,Iowa State College. Library; Iowa State University. Library,http://id.loc.gov/authorities/names/n82161013; http://id.loc.gov/authorities/names/n82160893,Library buildings; Library education; Reading rooms,http://id.worldcat.org/fast/997647; http://id.worldcat.org/fast/997713; http://id.worldcat.org/fast/1090833,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 photograph,,,photographs,http://vocab.getty.edu/aat/300046300,Image,image/jpeg,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1957,2025-06-16,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital; Digitized with Epson Expression 13000XL,,,,,
parkscentennial035,parkscentennial,pdf,,parkscentennial004.pdf,0,parkscentennial004.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial004.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial004_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial004_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial004.pdf,"Charles H. Brown letter to President Raymond M. Hughes, April 21, 1931",,,,,RS 25/1/19,Charles Harvey Brown papers,,https://n2t.net/ark:/87292/w9b51h,,,2,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Brown, Charles Harvey, 1875-1960",http://id.loc.gov/authorities/names/n83825957,,,,,,,,,,,Letter from library director Charles H. Brown to University President Raymond M. Hughes about the library budget. Brown asks Hughes not to cut the library's book budget until he can talk with him.,,eng,1930s,"Hughes, Raymond M. (Raymond Mollyneaux), 1873-1958",http://id.loc.gov/authorities/names/no96056380,Iowa State College. Library,http://id.loc.gov/authorities/names/n82161013,Library materials budgets; Academic libraries,http://id.worldcat.org/fast/997827; http://id.worldcat.org/fast/7949977,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,1 page,,,correspondence,http://vocab.getty.edu/aat/300026877,Text,application/pdf,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1931-04-21,2025-06-16,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital; Digitized with Epson Expression 13000XL,,,,,
parkscentennial036,parkscentennial,pdf,,parkscentennial005.pdf,0,parkscentennial005.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial005.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial005_001_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial005_001_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial005.pdf,"Charles H. Brown letter to President Raymond M. Hughes, September 30, 1935",,,,,RS 25/1/19,Charles Harvey Brown papers,,https://n2t.net/ark:/87292/w9b51h,,,2,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Brown, Charles Harvey, 1875-1960",http://id.loc.gov/authorities/names/n83825957,,,,,,,,,,,Letter from library director Charles H. Brown to University President Raymond M. Hughes about the library budget. Brown says that the library needs more funds because of increasing prices of books and periodical subscriptions.,,eng,1930s,"Hughes, Raymond M. (Raymond Mollyneaux), 1873-1958",http://id.loc.gov/authorities/names/no96056380,Iowa State College. Library,http://id.loc.gov/authorities/names/n82161013,Library materials budgets; Academic libraries--Collection development; Academic libraries--Finance,http://id.worldcat.org/fast/997827; http://id.worldcat.org/fast/795018; http://id.worldcat.org/fast/795038,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,2 pages,,,correspondence,http://vocab.getty.edu/aat/300026877,Text,application/pdf,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1935-09-30,2025-06-16,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital; Digitized with Epson Expression 13000XL,,,,,
parkscentennial037,parkscentennial,pdf,,parkscentennial006.pdf,0,parkscentennial006.pdf,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial006.pdf,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial006_001_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial006_001_th.jpg,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/pdf/parkscentennial006.pdf,"Transcript of Robert Orr oral history interview conducted by Dorothy Kehlenbeck, 1966",,,,,RS 25/1/20,Robert William Orr papers,,https://n2t.net/ark:/87292/w96c0z,"Career, 1942-2009, undated",,1,2,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,"Orr, Robert W.",http://id.loc.gov/authorities/names/n79064156,"Bean, Dorothy Kehlenbeck, 1912-1999",https://digital.lib.iastate.edu/isulv/items/isun0370,,,,,"Transcript of an interview with library director Robert Orr, conducted by Dorothy Kehlenbeck, university archivist. They discuss Orr's career at Iowa State, recent and anticipated changes to the library building and library work, and the development and use of the college history collection.",,eng,1960s,"Welch, A. S. (Adonijah Strong), 1821-1889",http://id.loc.gov/authorities/names/no2015068350,Iowa State College. Library; Iowa State University. Library,http://id.loc.gov/authorities/names/n82161013; http://id.loc.gov/authorities/names/n82160893,College students; Exchange of publications; Books and reading; Library education; Library materials--Storage; College presidents; Academic librarians; Library buildings; Library employees; Academic library directors; Storage facilities; Academic libraries--Collection development; Archival resources,http://id.worldcat.org/fast/867976; http://id.worldcat.org/fast/1715725; http://id.worldcat.org/fast/836454; http://id.worldcat.org/fast/997713; http://id.worldcat.org/fast/997824; http://id.worldcat.org/fast/867876; http://id.worldcat.org/fast/794993; http://id.worldcat.org/fast/997647; http://id.worldcat.org/fast/997728; http://id.worldcat.org/fast/795078; http://id.worldcat.org/fast/1133988; http://id.worldcat.org/fast/795018; http://id.worldcat.org/fast/814016,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,,,13 pages,,,transcripts,http://vocab.getty.edu/page/aat/300027388,Text,application/pdf,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1966-09-29,2025-06-16,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital; Digitized with Epson Expression 13000XL,,,,,
parkscentennial038,parkscentennial,audio,,parkscentennial007_a.mp3; parkscentennial007_b.mp3,0,parkscentennial007_a.mp3; parkscentennial007_b.mp3,,https://iastate.aviaryplatform.com/collections/3434/collection_resources/158868,,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/small/parkscentennial007_sm.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/thumbs/parkscentennial007_th.jpg,,https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/transcripts/parkscentennial007_a.txt; https://digital.lib.iastate.edu/exhibits/objects/parkscentennial/transcripts/parkscentennial007_b.txt,,"Robert Orr oral history interview conducted by Dorothy Kehlenbeck, 1966",,158868,,,RS 0/17/4; 32792030258960,"Iowa State University audio recordings collection, 1946-1987, undated",,https://n2t.net/ark:/87292/w9c76d,,,4,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,"Orr, Robert W.",http://id.loc.gov/authorities/names/n79064156,"Bean, Dorothy Kehlenbeck, 1912-1999",https://digital.lib.iastate.edu/isulv/items/isun0370,,,,,"An interview with library director Robert Orr, conducted by Dorothy Kehlenbeck, university archivist. They discuss Orr's career at Iowa State, recent and anticipated changes to the library building and library work, and the development and use of the college history collection.",,eng,1960s,"Welch, A. S. (Adonijah Strong), 1821-1889",http://id.loc.gov/authorities/names/no2015068350,Iowa State College. Library; Iowa State University. Library,http://id.loc.gov/authorities/names/n82161013; http://id.loc.gov/authorities/names/n82160893,College students; Exchange of publications; Books and reading; Library education; Library materials--Storage; College presidents; Academic librarians; Library buildings; Library employees; Academic library directors; Storage facilities; Academic libraries--Collection development; Archival resources,http://id.worldcat.org/fast/867976; http://id.worldcat.org/fast/1715725; http://id.worldcat.org/fast/836454; http://id.worldcat.org/fast/997713; http://id.worldcat.org/fast/997824; http://id.worldcat.org/fast/867876; http://id.worldcat.org/fast/794993; http://id.worldcat.org/fast/997647; http://id.worldcat.org/fast/997728; http://id.worldcat.org/fast/795078; http://id.worldcat.org/fast/1133988; http://id.worldcat.org/fast/795018; http://id.worldcat.org/fast/814016,Iowa--Ames,http://id.worldcat.org/fast/1207548,42.03471,-93.61994,WGS 84,,Captions—available; Transcript—available,https://digital.lib.iastate.edu/isulv/items/access001.html; https://digital.lib.iastate.edu/isulv/items/access006.html,Side A: 00:17:05 ; Side B: 0:12:06,,,oral histories (literary genre),http://vocab.getty.edu/aat/300202595,Sound,audio/mpeg,"This complex item has mixed rights protection. For portions where Iowa State University is the copyright holder, no permission is required for noncommercial use so long as attribution is provided. Other portions are protected by copyright and related rights. You are free to use these items in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from the rights-holder.",https://creativecommons.org/licenses/by-nc/4.0/; http://rightsstatements.org/vocab/InC/1.0/,1966-09-29,2025-06-04,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,,The Heart of the University,https://n2t.net/ark:/87292/w90k1j,,,Reformatted digital; Digitized with Deck: Studer A-810,,,,,
